dayStart,duration,elev,Duration in Days
2013-11-29,1.0,,0.0
2013-12-01,9.0,,0.0
2013-12-12,5.0,,0.0
2013-12-22,8.0,,0.0
2014-02-09,4.0,,0.0
2014-03-07,1.0,,0.0
2014-03-09,5.0,,0.0
2014-05-12,6.0,,0.0
2014-06-09,7.0,,0.0
2014-06-20,1.0,,0.0
2014-07-02,4.0,,0.0
2014-07-10,3.0,,0.0
2014-07-16,3.0,,0.0
2014-07-24,4.0,,0.0
2014-07-30,10.0,,0.0
2014-08-16,1.0,,0.0
2014-08-20,6.0,,0.0
2014-08-28,4.0,,0.0
2014-09-03,7.0,,0.0
2014-09-12,4.0,,0.0
2014-09-17,5.0,,0.0
2014-09-24,3.0,,0.0
2014-10-16,1.0,,0.0
2014-10-19,9.0,,0.0
2014-11-27,3.0,,0.0
2014-12-04,2.0,,0.0
2014-12-14,11.0,,0.0
2015-01-05,1.0,,0.0
2015-01-12,1.0,,0.0
2015-01-26,3.0,,0.0
2015-02-07,5.0,,0.0
2015-02-13,3.0,,0.0
2015-02-17,12.0,,0.0
2015-03-23,1.0,,0.0
2015-03-31,2.0,,0.0
2015-05-11,7.0,,0.0
2015-06-17,2.0,,0.0
2015-06-25,5.0,,0.0
2015-07-03,3.0,,0.0
2015-07-09,1.0,,0.0
2015-07-11,9.0,,0.0
2015-07-21,3.0,,0.0
2015-08-06,1.0,,0.0
2015-08-13,1.0,,0.0
2015-08-28,1.0,,0.0
2015-09-26,1.0,,0.0
2015-09-30,4.0,,0.0
2015-10-23,3.0,,0.0
2015-10-28,5.0,,0.0
2015-11-03,1.0,,0.0
2016-04-18,19.0,,0.0
2016-06-19,5.0,,0.0
2016-06-27,1.0,,0.0
2016-07-04,9.0,,0.0
2016-07-24,7.0,,0.0
2016-08-02,5.0,,0.0
2016-08-11,1.0,,0.0
2016-08-13,2.0,,0.0
2016-08-16,6.0,,0.0
2016-08-23,6.0,,0.0
2016-08-31,5.0,,0.0
2016-09-09,3.0,,0.0
2016-09-14,2.0,,0.0
2016-09-21,1.0,,0.0
2016-09-26,13.0,,0.0
2016-11-01,12.0,,0.0
2016-11-16,2.0,,0.0
2016-12-09,17.0,,0.0
2017-01-03,5.0,,0.0
2017-01-12,3.0,,0.0
2017-01-18,10.0,,0.0
2017-02-10,8.0,,0.0
2017-04-02,8.0,,0.0
2017-04-16,10.0,,0.0
2017-06-18,4.0,,0.0
2017-07-03,6.0,,0.0
2017-07-12,5.0,,0.0
2017-07-29,2.0,,0.0
2017-08-02,4.0,,0.0
2017-08-11,2.0,,0.0
2017-08-14,7.0,,0.0
2017-08-23,4.0,,0.0
2017-08-31,3.0,,0.0
2017-09-07,3.0,,0.0
2017-09-14,4.0,,0.0
2017-09-22,2.0,,0.0
2017-12-15,1.0,,0.0
2018-02-01,2.0,,0.0
2018-02-19,7.0,,0.0
2018-02-28,6.0,,0.0
2018-03-09,3.0,,0.0
2018-03-25,8.0,,0.0
2018-04-17,3.0,,0.0
2018-05-16,2.0,,0.0
2018-06-12,13.0,,0.0
2018-06-27,5.0,,0.0
2018-07-03,1.0,,0.0
2018-07-07,2.0,,0.0
2018-07-11,1.0,,0.0
